t,x,y
0.379746835443038,0.909551543514209,0.5708695192135467
0.5063291139240507,1.5517124927746508,0.7190265802988296
0.759493670886076,2.2736238174583105,-0.20931340307474122
1.2658227848101267,3.828679541056412,0.06272060830623591
1.6455696202531647,5.835508429977708,0.7697421266269441
1.8987341772151898,6.70731664716313,1.1897729958082752
2.151898734177215,5.880422597521247,3.5653894214760777
2.6582278481012658,1.0902105835207203,3.9247043498926386
2.911392405063291,0.9427931411885677,2.2807822663170936
3.1645569620253164,0.7749471771535867,1.25637119873649
4.430379746835443,2.843065253280891,0.5947580815869214
5.443037974683544,5.842894784298892,3.2587908918826303
5.822784810126582,1.9890470793905597,4.541166596737848
6.075949367088608,1.2522358248920067,3.0048874459826207
7.341772151898734,2.0564780654616093,0.020354964167789202
8.354430379746836,6.233288570314931,0.7183935569906986
8.60759493670886,7.065670759076317,1.6671127131069259
8.60759493670886,7.0931046954880985,1.9768336090106704
9.746835443037975,0.8221057953357114,1.4691957982091453
10.0,1.018997337467073,0.7401714558468748
